INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (1, 'Novita Wastuti', 'UNIVERSITAS MALUKU', 'Blaise.Widodo@gmail.com', 'FCILnxowDSvIx7d')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (755, 'Dodo Prasetya', 'UNIVERSITAS KALIMANTAN BARAT', 'Shawna_Utama3@yahoo.co.id', 'JygUlK5BTI4aqQy')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (756, 'Wulandari Nurlaela', 'UNIVERSITAS SULAWESI UTARA', 'Victoria.Oktovian@yahoo.com', 'lR5PjHtV8ELqzIx')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (757, 'Paulin Yolanda', 'UNIVERSITAS KALIMANTAN TENGAH', 'Joannie95@yahoo.co.id', 'K9lT8CEdeaVFsz6')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (758, 'Eka Riyanti', 'UNIVERSITAS BANTEN', 'Carole.Yuliarti@gmail.co.id', 'qB1fon_nWYqpL_c')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (759, 'Gading Sihotang S.Pd', 'UNIVERSITAS MALUKU UTARA', 'Patrick_Mustofa79@yahoo.co.id', 'dCdJK7lXwL_d3eg')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (760, 'Tugiman Damanik', 'UNIVERSITAS BALI', 'Marcelle_Haikal@yahoo.co.id', 'Jc3DZxoeiUL8j9A')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (761, 'Indah Usamah S.Kom', 'UNIVERSITAS PAPUA BARAT', 'Jay.Budiman@yahoo.co.id', 'AaJVsVmVqPjSdkb')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (762, 'Gilda Riyanti', 'UNIVERSITAS SULAWESI TENGAH', 'Kellen.Aqila74@gmail.co.id', 'IKRw78l4iQ7186p')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (763, 'Timbul Herlambang', 'UNIVERSITAS SUMATERA UTARA', 'Fanny.Kusuma16@yahoo.com', 'DUtH894t0lnP59H')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (764, 'Aulia Yuniar', 'UNIVERSITAS KALIMANTAN SELATAN', 'Allie11@yahoo.com', 'u3Qs5A3VQcxV65J')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (765, 'Kardi Waskita M.Pd', 'UNIVERSITAS BALI', 'Freddy.Wasita@yahoo.co.id', 'zFBu9V8JzSk7_fG')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (766, 'Ismail Anggriawan', 'UNIVERSITAS BANTEN', 'Zander28@yahoo.co.id', 'wHYL4HJIcmLtlTC')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (767, 'Ade Novitasari', 'UNIVERSITAS JAMBI', 'Tom_Sitompul@gmail.com', 'EXS1Xrm0oUpSQ7Y')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (768, 'Ulva Ramadhani M.TI.', 'UNIVERSITAS KALIMANTAN UTARA', 'Frederik9@yahoo.co.id', 'v1ZhKUBNVtjBKCp')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (769, 'Kartika Prastuti M.Kom.', 'UNIVERSITAS BENGKULU', 'Lisandro_Sihotang@yahoo.com', 'MtPbNMRsifssuNq')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (770, 'Chelsea Salsabilla', 'UNIVERSITAS BENGKULU', 'Josephine_Prasetyo@yahoo.co.id', '_poedmNzcFh3GMB')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (771, 'Vanya Melinda', 'UNIVERSITAS JAWA TENGAH', 'Zella90@yahoo.co.id', 'euIQvcB7u1uW3hV')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (772, 'Fitria Maharani', 'UNIVERSITAS LAMPUNG', 'Clifton_Sirait@yahoo.co.id', 'b7D1RJAN2ZMXItL')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (773, 'Hairyanto Wardana', 'UNIVERSITAS BALI', 'Polly.Anjani@gmail.co.id', '7NdNgm5bDRSyRfn')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (774, 'Embuh Zulkarnain M.TI.', 'UNIVERSITAS BANGKA BELITUNG', 'Renee_Zulkarnain@gmail.com', 'q5wnZgzYhFWmQbM')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (775, 'Kacung Nababan', 'UNIVERSITAS BALI', 'Keith.Prayoga@yahoo.com', '2v_DvCazD67rIQh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (776, 'Putri Usamah', 'UNIVERSITAS BANGKA BELITUNG', 'Alexie.Adriansyah71@gmail.co.id', 'Q20W3Ski6umCh7f')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (777, 'Ibrahim Syahreza', 'UNIVERSITAS KALIMANTAN UTARA', 'Kenna_Wahyuni@gmail.co.id', '6ti_jJ96FWVaOAg')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (778, 'Harsanto Handoko', 'UNIVERSITAS BENGKULU', 'Nicholas39@gmail.co.id', 'MDjZKx1Ah3JNTz7')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (779, 'Tsabita Andini', 'UNIVERSITAS SUMATERA UTARA', 'Josue.Aryani@gmail.com', 'RD9eirmtdeU6cxT')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (780, 'Jais Sabian', 'UNIVERSITAS KEPULAUAN RIAU', 'Keshaun.Salahudin63@gmail.co.id', '4zXGFDJ09PS2s2u')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (781, 'Adika Prasetya M.Ak', 'UNIVERSITAS SUMATERA BARAT', 'Austyn_Maheswara@gmail.co.id', 'lwJEmbcNhF13zbW')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (782, 'Yahya Airlangga', 'UNIVERSITAS SUMATERA BARAT', 'Jaylen.Harini@yahoo.co.id', 'ekTeZ53_Ry1Apqf')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (783, 'Diana Rachmawati', 'UNIVERSITAS ACEH', 'Alessandro.Prayoga@yahoo.com', 'jm8rg8l6MxJCrwo')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (784, 'Jono Wibowo M.Pd', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Emily5@gmail.com', 'pHOsGoNRDjDSzX4')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (785, 'Gandewa Kurniawan', 'UNIVERSITAS JAMBI', 'Pedro16@yahoo.com', 'NgG1QBxOI2_fSqQ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (786, 'Sadina Wastuti', 'UNIVERSITAS RIAU', 'Amparo_Halim40@gmail.co.id', 'htZv5lmFBH8cs2u')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (787, 'Lala Juwita', 'UNIVERSITAS KALIMANTAN BARAT', 'Micheal.Damayanti@gmail.co.id', 'Lco1HcCzvVOGTpz')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (788, 'Kawaca Mangunsong', 'UNIVERSITAS MALUKU', 'Susie44@yahoo.com', 'tyD00DsWsEWg9Q8')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (789, 'Eli Elvina', 'UNIVERSITAS DKI JAKARTA', 'Curt.Prabowo@gmail.co.id', 'ZDjqTO1fopdrz94')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (790, 'Malika Rahimah', 'UNIVERSITAS SULAWESI TENGGARA', 'Brooke_Maheswara97@gmail.co.id', 'PTM_7OSkmlSMZ49')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (791, 'Ibrani Halim', 'UNIVERSITAS PAPUA', 'Nikki.Sihotang24@yahoo.com', 'zp357XKisbt08tz')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (792, 'Mahesa Sabian', 'UNIVERSITAS PAPUA BARAT', 'Connor_Habibi94@gmail.co.id', 'GsknbClvC4lCA6W')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (793, 'Wardaya Haryanto', 'UNIVERSITAS JAMBI', 'Theron0@gmail.com', 'uQEfjahuLhuL7vL')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (794, 'Dadi Budiman S.E.', 'UNIVERSITAS JAMBI', 'Caesar63@yahoo.co.id', '4loQCdXi5KzEOnk')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (795, 'Hasna Nasyidah', 'UNIVERSITAS KALIMANTAN BARAT', 'Sadye.Wardana@gmail.co.id', 'zv3mhE6zAYpVSSr')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (797, 'Nur Anggraini', 'UNIVERSITAS SUMATERA UTARA', 'Landen_Marbun29@yahoo.com', 'zwi1y6QIp7J_1lG')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (798, 'Prayitna Saefullah', 'UNIVERSITAS SUMATERA BARAT', 'Bianka_Rajata@yahoo.co.id', 'neabRZfW_1vr9K7')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (800, 'Aswani Prasetyo S.E.I', 'UNIVERSITAS DI YOGYAKARTA', 'Ebba_Anggraini@gmail.com', '4jodVA134gTI9qT')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (796, 'Jarwadi Irawan S.I.Kom', 'UNIVERSITAS SULAWESI TENGAH', 'Kyla.Hidayat61@yahoo.com', 'Upt8l_LGYbmaiku')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (801, 'Wisnu Damanik', 'UNIVERSITAS BALI', 'Stephanie.Yuniar@gmail.co.id', 'OlcQEPh9Gz8jW9K')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (802, 'Fitri Jelita', 'UNIVERSITAS PAPUA', 'Jessie97@yahoo.com', 'j0fJll8xScCnsF0')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (799, 'Lalita Rahayu S.Pd', 'UNIVERSITAS SUMATERA UTARA', 'Erica_Rahmawati@gmail.co.id', 'A4_JUgjhGoNqfdH')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (804, 'Anastasia Febrianti', 'UNIVERSITAS SUMATERA BARAT', 'Lynn_Rahimah@yahoo.co.id', 'hOkZABKJOkmunc1')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (803, 'Dacin Mansur', 'UNIVERSITAS PAPUA', 'Dallin_Ardianto64@gmail.co.id', '6feFMhwJTE_p5t9')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (805, 'Qori Padmasari', 'UNIVERSITAS JAWA TIMUR', 'Magdalen59@gmail.com', '71M5uIHfCx4U6Wv')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (806, 'Vivi Laksmiwati', 'UNIVERSITAS SUMATERA BARAT', 'Isidro_Nasyiah54@yahoo.com', 'xSN7FgPzqF0FTDt')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (807, 'Sherly Ramadhani', 'UNIVERSITAS KALIMANTAN SELATAN', 'Johnny19@yahoo.com', 'wkV2qRwAVyLUf70')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (808, 'Lintang Harini', 'UNIVERSITAS DI YOGYAKARTA', 'Martine84@yahoo.com', 'meXBopJdg1KJryh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (809, 'Kamidin Santoso', 'UNIVERSITAS GORONTALO', 'Abigale74@yahoo.com', 'Mkbu6hHf5IEus1D')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (810, 'Lanjar Simbolon M.TI.', 'UNIVERSITAS KEPULAUAN RIAU', 'Jayne17@yahoo.co.id', 'BTpoyHJB8frqbBV')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (811, 'Mariadi Abimanyu', 'UNIVERSITAS LAMPUNG', 'Jonathon37@yahoo.com', 'MHGn4ilc7vMTpVq')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (812, 'Indah Agustina S.I.Kom', 'UNIVERSITAS KALIMANTAN TIMUR', 'Rigoberto_Riyanti@yahoo.com', 'Ot2Rdf4SNopy7p1')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (813, 'Puji Mustika', 'UNIVERSITAS PAPUA', 'Lesley35@yahoo.co.id', 'bUOEL8acEdUCAs8')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (814, 'Kartika Kuswandari', 'UNIVERSITAS MALUKU', 'Elenora.Kuswandari90@yahoo.co.id', 'A4GijJM4du9xge3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (815, 'Kamila Farida', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Leland.Suwarno49@yahoo.com', '3Dw9nGDeNpyaWcL')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (816, 'Tina Halimah', 'UNIVERSITAS GORONTALO', 'Antwan95@gmail.com', 'ZHhqWHZtPSLAHK3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (817, 'Wisnu Mahendra', 'UNIVERSITAS SULAWESI TENGAH', 'Fiona_Tampubolon@yahoo.co.id', 'fWKE2gDu5nCo3Aj')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (818, 'Elisa Handayani S.Kom', 'UNIVERSITAS KALIMANTAN TENGAH', 'Floyd.Permata@yahoo.co.id', 'VarNBL11_fI5ekZ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (819, 'Kenzie Irfandi S.Ked', 'UNIVERSITAS LAMPUNG', 'Mireya13@gmail.co.id', 'f_Bu0bfy8_59N1Q')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (820, 'Cawuk Mahardika', 'UNIVERSITAS BANTEN', 'Sunny_Himawan30@gmail.co.id', 'eRixv4RgEUvtB9I')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (821, 'Hana Ardiyanti S.T.', 'UNIVERSITAS KALIMANTAN BARAT', 'Dangelo_Herlambang30@yahoo.co.id', 'WnHODst8itU1g9e')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (822, 'Violet Ardiyanti', 'UNIVERSITAS BANGKA BELITUNG', 'Aubrey_Mahestri@gmail.com', 'zL90cFWgH_rTDVP')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (823, 'Vinsen Maryadi S.T.', 'UNIVERSITAS JAWA TENGAH', 'Vernon73@gmail.co.id', 'BrdsmuFA8XdMBe0')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (824, 'Karma Lazuardi', 'UNIVERSITAS SULAWESI BARAT', 'Lauriane24@gmail.co.id', 'mWfllEBVI0yM1WC')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (825, 'Fitriani Yulianti', 'UNIVERSITAS SUMATERA SELATAN', 'Rosamond3@yahoo.co.id', '7N4QdPahGdUWQ3l')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (826, 'Viktor Wardana M.TI.', 'UNIVERSITAS SUMATERA BARAT', 'Doug.Suwarno@yahoo.com', 'miisgiuUERe1gZv')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (827, 'Mala Azzahra', 'UNIVERSITAS ACEH', 'Johnnie_Damayanti@gmail.co.id', 'dtM6b_rY4YtDdGe')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (828, 'Wirda Susanti S.H.', 'UNIVERSITAS SULAWESI UTARA', 'Leilani_Saraswati42@gmail.com', 'oI7jKMDb7v65pKD')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (829, 'Zahra Saputri', 'UNIVERSITAS BANTEN', 'Cale_Ananda89@gmail.co.id', 'dFA2eQ754F1owwQ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (830, 'Harja Rajata', 'UNIVERSITAS DKI JAKARTA', 'Kareem91@yahoo.com', 'O6eCQIIUJH8Oayq')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (831, 'Victoria Kahyang', 'UNIVERSITAS KALIMANTAN BARAT', 'Trevor.Damanik3@yahoo.com', 'K0Iwn8EIHg2Rqbb')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (832, 'Yance Putri', 'UNIVERSITAS LAMPUNG', 'Ada_Purwanti@gmail.co.id', 'zi6WZhFkV7eefiv')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (833, 'Ajeng Fernanda', 'UNIVERSITAS DKI JAKARTA', 'Micaela_Rahayu@gmail.co.id', 'tuuQXEO7Xli8B3w')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (834, 'Aris Hutasoit S.Gz', 'UNIVERSITAS SUMATERA BARAT', 'Leonora51@yahoo.co.id', 'YNwqsvPVPUiLGZL')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (835, 'Dina Kuswandari', 'UNIVERSITAS SUMATERA BARAT', 'Hardy_Susanti69@yahoo.co.id', '8Esp3jJjHTkzlFL')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (836, 'Tiara Kusuma', 'UNIVERSITAS PAPUA BARAT', 'Leonora_Hartati74@gmail.co.id', 'mlzfWhbVR5HJi9g')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (837, 'Empluk Satria', 'UNIVERSITAS LAMPUNG', 'Ignacio_Sitompul@yahoo.com', 'IQt7nva3F_KWGk3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (838, 'Padmi Aryani', 'UNIVERSITAS JAWA BARAT', 'Roslyn.Budiyanto@gmail.com', 'MzBlWOqBfhvTzhV')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (839, 'Dagel Megantara', 'UNIVERSITAS BANGKA BELITUNG', 'Lela.Mansur@gmail.co.id', '17FCcb8bTz4sm2s')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (840, 'Praba Handoko', 'UNIVERSITAS KALIMANTAN UTARA', 'Dallin48@gmail.com', 'IHrabD6H9ukl54g')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (841, 'Vera Laksmiwati', 'UNIVERSITAS ACEH', 'Jayde_Suartini95@gmail.co.id', '0T8W4WV3ktF2qnn')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (842, 'Prayoga Permadi S.E.', 'UNIVERSITAS KALIMANTAN TENGAH', 'Deja.Azizah79@gmail.co.id', '1R3OnMb_qagQPdY')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (843, 'Tania Mahestri', 'UNIVERSITAS SUMATERA UTARA', 'Emelie_Pudjiastuti@yahoo.com', 'vb2TndneMMLzJi3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (844, 'Kania Hartati M.TI.', 'UNIVERSITAS SUMATERA BARAT', 'Pearlie_Aqila@gmail.co.id', 'rwG_klC6DVthpy1')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (845, 'Kenari Hidayat', 'UNIVERSITAS RIAU', 'Valerie_Yanuar45@gmail.com', 'vyUmoVu0CT4XUoy')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (846, 'Dwi Kahyang', 'UNIVERSITAS BALI', 'Jovanny.Lailasari@yahoo.co.id', 'pm0NjuNlx8Z1M9P')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (847, 'Raisa Palastri', 'UNIVERSITAS MALUKU UTARA', 'Guadalupe.Haryanti@yahoo.com', 'ldzqK02fGT8f8KQ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (848, 'Kala Adriansyah', 'UNIVERSITAS BALI', 'Ramona.Mansur@gmail.co.id', 'htIChIfKjoEpBmO')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (849, 'Taufan Putra', 'UNIVERSITAS SULAWESI SELATAN', 'Arnoldo17@gmail.co.id', '2qhAqcHAdyyOPMh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (850, 'Dagel Maheswara S.Sos', 'UNIVERSITAS DKI JAKARTA', 'Glenda.Hariyah34@gmail.com', 'HXvBYpwD_LxZnuE')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (851, 'Empluk Ramadan', 'UNIVERSITAS PAPUA', 'Teagan42@yahoo.com', '4alU4iu0Uqvg0Pm')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (852, 'Jais Sihombing', 'UNIVERSITAS GORONTALO', 'Andre8@yahoo.com', 'IZDkI0AnajyG71i')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (853, 'Farhunnisa Mustika', 'UNIVERSITAS DI YOGYAKARTA', 'Zena_Permata24@gmail.co.id', 'FlAoY3Y3LIWn0EG')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (854, 'Raina Laksmiwati', 'UNIVERSITAS JAWA TIMUR', 'Kaley32@gmail.co.id', 'yD3p2tFdpz1W_Vd')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (855, 'Among Dirgantara S.IP', 'UNIVERSITAS MALUKU', 'Ova_Abimanyu@yahoo.co.id', 'K6lZdGzENkfltFp')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (856, 'Rafi Hardiansyah', 'UNIVERSITAS BALI', 'Koby_Leilani@yahoo.co.id', 'REtl8C3pfw6QoES')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (857, 'Bajragin Hakim', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Flavio63@gmail.co.id', 'kz95ldTlx15wDBk')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (858, 'Paris Kuswandari', 'UNIVERSITAS ACEH', 'Hailie51@gmail.co.id', 'gpmgK_X7jkdsR7t')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (859, 'Nyoman Herlambang', 'UNIVERSITAS SUMATERA SELATAN', 'Juanita_Darmawan8@yahoo.co.id', 'omhaNgFhvWgCRXg')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (860, 'Raditya Halim', 'UNIVERSITAS JAWA BARAT', 'Tyson.Adriansyah62@yahoo.com', 'J6xDvcrQEl7vYnJ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (861, 'Wakiman Tampubolon', 'UNIVERSITAS SULAWESI UTARA', 'Valentina88@yahoo.co.id', 'Z9pJ0rNcpRsS59b')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (862, 'Galuh Permadi', 'UNIVERSITAS PAPUA', 'Dovie85@yahoo.com', 'JZMSMhYUsdXqdjH')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (863, 'Abyasa Sihotang', 'UNIVERSITAS SULAWESI UTARA', 'Estelle.Yanuar1@yahoo.co.id', 'McTA42z6UDoq2tz')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (864, 'Paiman Antoni', 'UNIVERSITAS SULAWESI TENGGARA', 'Gunnar.Kusuma11@gmail.com', 'hHQrvpD6Ia5b3qp')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (865, 'Wira Wijaya', 'UNIVERSITAS BANGKA BELITUNG', 'Melissa_Mardhiyah50@gmail.co.id', 'W5s1jol_EKSCQtE')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (866, 'Noviana Juwita', 'UNIVERSITAS PAPUA', 'Vicky.Damayanti1@yahoo.co.id', 'mrZ_AlWTE6_Ijgg')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (867, 'Eja Abiputra S.IP', 'UNIVERSITAS SULAWESI SELATAN', 'Alejandra.Namaga@gmail.co.id', '0ZN_ePY4wHRY1OY')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (868, 'Belinda Usamah M.M.', 'UNIVERSITAS GORONTALO', 'Jakayla93@yahoo.co.id', 'I0iCutz57aZSwth')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (869, 'Puspita Agustina S.Gz', 'UNIVERSITAS SULAWESI TENGAH', 'Arne84@yahoo.com', 'P27xesbF0_gS8wF')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (870, 'Agus Latupono S.Farm', 'UNIVERSITAS SULAWESI SELATAN', 'Anya_Fathina@yahoo.com', 'ySRXiveiZasxQAf')
